GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,SX1E001,NAME_M,SX1M001
"G2800890","2013",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,"Madison County, Mississippi",34991,"Madison County, Mississippi",2985
"G2801210","2013",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,"Rankin County, Mississippi",26645,"Rankin County, Mississippi",1426
"G2900190","2013",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,"Boone County, Missouri",26622,"Boone County, Missouri",1834
"G2900210","2013",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,"Buchanan County, Missouri",20994,"Buchanan County, Missouri",1048
"G2900310","2013",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,"Cape Girardeau County, Missouri",22487,"Cape Girardeau County, Missouri",1454
"G2900370","2013",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,"Cass County, Missouri",29264,"Cass County, Missouri",1782
"G2900430","2013",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,"Christian County, Missouri",25890,"Christian County, Missouri",2124
"G2900470","2013",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,"Clay County, Missouri",27937,"Clay County, Missouri",1029
"G2900510","2013",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,"Cole County, Missouri",24144,"Cole County, Missouri",1358
"G2900710","2013",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,"Franklin County, Missouri",24479,"Franklin County, Missouri",1769
"G2900770","2013",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,"Greene County, Missouri",23501,"Greene County, Missouri",1008
"G2900950","2013",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,"Jackson County, Missouri",25841,"Jackson County, Missouri",588
"G2900970","2013",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,"Jasper County, Missouri",21322,"Jasper County, Missouri",1550
"G2900990","2013",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,"Jefferson County, Missouri",24902,"Jefferson County, Missouri",1014
"G2901650","2013",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,"Platte County, Missouri",33452,"Platte County, Missouri",2643
"G2901830","2013",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,"St. Charles County, Missouri",31813,"St. Charles County, Missouri",888
"G2901870","2013",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,"St. Francois County, Missouri",16475,"St. Francois County, Missouri",1181
"G2901890","2013",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,"St. Louis County, Missouri",34432,"St. Louis County, Missouri",733
"G2905100","2013",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,"St. Louis city, Missouri",22921,"St. Louis city, Missouri",947
"G3000130","2013",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,"Cascade County, Montana",25654,"Cascade County, Montana",1688
"G3000290","2013",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,"Flathead County, Montana",25166,"Flathead County, Montana",1850
"G3000310","2013",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,"Gallatin County, Montana",30298,"Gallatin County, Montana",2211
"G3000490","2013",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,"Lewis and Clark County, Montana",28526,"Lewis and Clark County, Montana",1745
"G3000630","2013",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,"Missoula County, Montana",26009,"Missoula County, Montana",2112
"G3001110","2013",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,"Yellowstone County, Montana",29030,"Yellowstone County, Montana",1662
"G3100550","2013",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,"Douglas County, Nebraska",28618,"Douglas County, Nebraska",791
"G3101090","2013",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,"Lancaster County, Nebraska",27133,"Lancaster County, Nebraska",923
"G3101530","2013",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,"Sarpy County, Nebraska",28732,"Sarpy County, Nebraska",1086
"G3200030","2013",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,"Clark County, Nevada",25161,"Clark County, Nevada",510
"G3200310","2013",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,"Washoe County, Nevada",29072,"Washoe County, Nevada",1056
"G3300050","2013",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,"Cheshire County, New Hampshire",26997,"Cheshire County, New Hampshire",1716
"G3300090","2013",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,"Grafton County, New Hampshire",30678,"Grafton County, New Hampshire",2333
"G3300110","2013",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,"Hillsborough County, New Hampshire",33966,"Hillsborough County, New Hampshire",1308
"G3300130","2013",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,"Merrimack County, New Hampshire",30710,"Merrimack County, New Hampshire",1293
"G3300150","2013",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,"Rockingham County, New Hampshire",38976,"Rockingham County, New Hampshire",1936
"G3300170","2013",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,"Strafford County, New Hampshire",28619,"Strafford County, New Hampshire",1578
"G3400010","2013",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,"Atlantic County, New Jersey",26567,"Atlantic County, New Jersey",1034
"G3400030","2013",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,"Bergen County, New Jersey",43412,"Bergen County, New Jersey",1068
"G3400050","2013",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,"Burlington County, New Jersey",35930,"Burlington County, New Jersey",911
"G3400070","2013",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,"Camden County, New Jersey",29512,"Camden County, New Jersey",1010
"G3400090","2013",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,"Cape May County, New Jersey",31995,"Cape May County, New Jersey",1641
"G3400110","2013",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,"Cumberland County, New Jersey",21129,"Cumberland County, New Jersey",1376
"G3400130","2013",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,"Essex County, New Jersey",31595,"Essex County, New Jersey",945
"G3400150","2013",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,"Gloucester County, New Jersey",32051,"Gloucester County, New Jersey",1143
"G3400170","2013",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,"Hudson County, New Jersey",32136,"Hudson County, New Jersey",969
"G3400190","2013",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",53134,"Hunterdon County, New Jersey",4038
"G3400210","2013",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,"Mercer County, New Jersey",36160,"Mercer County, New Jersey",1377
"G3400230","2013",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,"Middlesex County, New Jersey",33317,"Middlesex County, New Jersey",796
"G3400250","2013",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,"Monmouth County, New Jersey",42021,"Monmouth County, New Jersey",1337
"G3400270","2013",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,"Morris County, New Jersey",50154,"Morris County, New Jersey",1734
"G3400290","2013",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,"Ocean County, New Jersey",30199,"Ocean County, New Jersey",911
"G3400310","2013",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,"Passaic County, New Jersey",27892,"Passaic County, New Jersey",1088
"G3400330","2013",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,"Salem County, New Jersey",28791,"Salem County, New Jersey",1836
"G3400350","2013",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,"Somerset County, New Jersey",48041,"Somerset County, New Jersey",1858
"G3400370","2013",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,"Sussex County, New Jersey",39225,"Sussex County, New Jersey",1978
"G3400390","2013",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,"Union County, New Jersey",34929,"Union County, New Jersey",1227
"G3400410","2013",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,"Warren County, New Jersey",34242,"Warren County, New Jersey",2015
"G3500010","2013",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,"Bernalillo County, New Mexico",26156,"Bernalillo County, New Mexico",820
"G3500050","2013",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,"Chaves County, New Mexico",22553,"Chaves County, New Mexico",2068
"G3500130","2013",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,"Doña Ana County, New Mexico",19393,"Doña Ana County, New Mexico",1166
"G3500250","2013",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,"Lea County, New Mexico",24746,"Lea County, New Mexico",2031
"G3500310","2013",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,"McKinley County, New Mexico",11107,"McKinley County, New Mexico",913
"G3500350","2013",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,"Otero County, New Mexico",19397,"Otero County, New Mexico",1448
"G3500430","2013",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,"Sandoval County, New Mexico",26506,"Sandoval County, New Mexico",1381
"G3500450","2013",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,"San Juan County, New Mexico",20179,"San Juan County, New Mexico",1272
"G3500490","2013",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,"Santa Fe County, New Mexico",30920,"Santa Fe County, New Mexico",1587
"G3500610","2013",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,"Valencia County, New Mexico",18087,"Valencia County, New Mexico",1409
"G3600010","2013",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,"Albany County, New York",32367,"Albany County, New York",1357
"G3600050","2013",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,"Bronx County, New York",17907,"Bronx County, New York",429
"G3600070","2013",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,"Broome County, New York",24992,"Broome County, New York",1276
"G3600090","2013",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,"Cattaraugus County, New York",22369,"Cattaraugus County, New York",1354
"G3600110","2013",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,"Cayuga County, New York",25909,"Cayuga County, New York",1402
"G3600130","2013",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,"Chautauqua County, New York",22058,"Chautauqua County, New York",1165
"G3600150","2013",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,"Chemung County, New York",25674,"Chemung County, New York",2080
"G3600190","2013",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,"Clinton County, New York",24575,"Clinton County, New York",2179
"G3600270","2013",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,"Dutchess County, New York",33716,"Dutchess County, New York",1157
"G3600290","2013",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,"Erie County, New York",28182,"Erie County, New York",506
"G3600450","2013",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,"Jefferson County, New York",22784,"Jefferson County, New York",1396
"G3600470","2013",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,"Kings County, New York",26641,"Kings County, New York",503
"G3600510","2013",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,"Livingston County, New York",24486,"Livingston County, New York",1296
"G3600530","2013",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,"Madison County, New York",25560,"Madison County, New York",1877
"G3600550","2013",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,"Monroe County, New York",28824,"Monroe County, New York",755
"G3600590","2013",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,"Nassau County, New York",42183,"Nassau County, New York",745
"G3600610","2013",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,"New York County, New York",63336,"New York County, New York",2591
"G3600630","2013",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,"Niagara County, New York",25710,"Niagara County, New York",1370
"G3600650","2013",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,"Oneida County, New York",23226,"Oneida County, New York",837
"G3600670","2013",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,"Onondaga County, New York",29022,"Onondaga County, New York",935
"G3600690","2013",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,"Ontario County, New York",30405,"Ontario County, New York",2073
"G3600710","2013",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,"Orange County, New York",30587,"Orange County, New York",1576
"G3600750","2013",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,"Oswego County, New York",23101,"Oswego County, New York",1050
"G3600790","2013",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,"Putnam County, New York",40315,"Putnam County, New York",2631
"G3600810","2013",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,"Queens County, New York",26463,"Queens County, New York",402
"G3600830","2013",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,"Rensselaer County, New York",28844,"Rensselaer County, New York",1366
"G3600850","2013",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,"Richmond County, New York",32375,"Richmond County, New York",1210
"G3600870","2013",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,"Rockland County, New York",33429,"Rockland County, New York",1450
"G3600890","2013",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,"St. Lawrence County, New York",21771,"St. Lawrence County, New York",1728
"G3600910","2013",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,"Saratoga County, New York",35265,"Saratoga County, New York",1349
"G3600930","2013",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,"Schenectady County, New York",26833,"Schenectady County, New York",1223
"G3601010","2013",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,"Steuben County, New York",26121,"Steuben County, New York",1951
"G3601030","2013",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,"Suffolk County, New York",36639,"Suffolk County, New York",676
"G3601050","2013",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,"Sullivan County, New York",24141,"Sullivan County, New York",2141
